,Make,Model,Variant,Ex-Showroom_Price,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Height,Width,Doors,City_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
28,Maruti Suzuki,Eeco,5 Str With Htr Cng,425255.00,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,40,1800,1475,5,,20 km/kg,1030,Ventilated Disc,Drum,McPherson struts,3 Link Rigid,1280 mm,1290 mm,155 R13 LT,155 R13 LT,,,,,62PS@6000rpm,85Nm@3000rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2350,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,400,,1,,Not on offer,,,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Manual,Digital,Manual,Analog + Digital,1,4.5 meter,,Driver & Front Passenger,Not Applicable,Heater,Yes,,,,,,Normal,,Yes,,Yes,,,,Yes,,,1510 kg,Driver frontal airbag,,Yes,,,1,9.9,Rake,,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Maruti Suzuki,Alto K10,Lxi,377588.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,1475,1490,5,14,,745,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295 mm,1290 mm,155/65R13,155/65R13,Yes,,,,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2360,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,177,,1,,Front,,Front,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,1,4.6 meter,1,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,Yes,,,,,Yes,,,1210 kg,Driver frontal airbag,,Yes,,,1,,,tubeless tyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Maruti Suzuki,Alto K10,Vxi,394036.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,1475,1490,5,14,,750,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295 mm,1290 mm,155/65R13,155/65R13,Yes,Only Front Windows,,,68PS@6200rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2360,,1,CD/MP3 Player,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,177,1,1,Digital,Front,,Front,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Digital,Manual,Analog + Digital,1,4.6 meter,1,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,Yes,,,,,Yes,Yes,,1210 kg,Driver frontal airbag,,Yes,Yes,Yes,1,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Maruti Suzuki,Alto K10,Lx,360843.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,1475,1490,5,19,,740,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295 mm,1290 mm,155/65R13,155/65R13,,,,,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2360,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,177,,1,,Front,,Front,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,1,4.6 meter,1,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,Yes,,,1210 kg,Driver frontal airbag,,Yes,,,1,,,tubeless tyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Maruti Suzuki,Alto K10,Vxi (O),407238.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,1460,1475,5,14,,755,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295 mm,1290 mm,155/65R13,155/65R13,Yes,Only Front Windows,,Remote,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2360,,1,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,177,1,1,Digital,Front,,Front,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Digital,Manual,Analog + Digital,1,4.6 meter,1,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,,,,,Yes,,1210 kg,Driver frontal airbag,,,Yes,,1,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Maruti Suzuki,Alto K10,Lxi Cng (O),439777.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,1475,1490,5,,32.26 km/kg,740,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295 mm,1290 mm,155/65R13,155/65R13,Yes,,,,59PS@6000rpm,78Nm@3500rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2360,,,Not on offer,,,,,Internal,177,,1,,Front,,Front,1,,,Internal,Digital,Manual,Analog + Digital,1,4.6 meter,1,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,,,,1210 kg,Driver frontal airbag,,,,,1,10.0:1,,tubeless tyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Maruti Suzuki,Alto K10,Vxi Amt (O),438559.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,1475,1490,5,14,,755,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295 mm,1290 mm,155/65R13,155/65R13,Yes,Only Front Windows,,,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2360,,1,CD Player with USB & Aux-in,,,,,Internal,177,1,1,Digital,Front,,Front,1,,1,Internal,Digital,Manual,Analog + Digital,1,4.6 meter,1,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,,Yes,,1210 kg,Driver frontal airbag,,,Yes,,1,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Datsun,Go,D,374990.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,1507,1636,5,,,864,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 mm,1445 mm,155/70R13,155/70R13,,Only Front Windows,,,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,Digital,2,5,Fabric,Manual,2450,,1,Not on offer,,1,2 years / Unlimited Kms,,"Internal, With Remote",265,1,1,,Not on offer,1,,1,2 Years/Unlimited Kms (Whichever comes earlier),,"With Remote, Internal",Digital,Manual,Analog + Digital,1,4.6 meter,1,Driver & Front Passenger,Not Applicable,Heater,Yes,,Yes,,,,,Yes,,,,,,,Yes,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,Yes,2,,,,,Rear sensors,,,,,,,,Yes,Yes,Manual Adjustment,,,,,,,,,,,,,,,,,,,,,,,
36,Datsun,Go,T,468229.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,1507,1636,5,,,864,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 mm,1445 mm,155/70R13,155/70R13,Electric Power,All Windows,,,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",2,5,Fabric,Manual,2450,,1,USB & Aux-in,1,1,2 years / Unlimited Kms,,Internal,265,1,1,Digital,Front,1,Front,1,2 Years/Unlimited Kms (Whichever comes earlier),,Internal,Digital,Manual,Analog + Digital,1,4.6 meter,1,Driver & Front Passenger,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,Yes,2,,,,,Rear sensors,,Yes,,,,,,Yes,Yes,Manual Adjustment,Yes,,,,,,,,,,,,,,,,,,,,,,
37,Datsun,Go,T (O),502492.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,1507,1636,5,20.6,,864,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 mm,1445 mm,155/70R13,155/70R13,Electric Power,All Windows,,,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Digital, Analog",2,5,Fabric,Manual,2450,,1,USB & Aux-in,1,1,2 years / Unlimited Kms,,"Internal, With Remote",265,1,1,Digital,Front,1,Front,1,2 Years/Unlimited Kms (Whichever comes earlier),,"With Remote, Internal",Digital,Manual,Analog + Digital,1,4.6 meter,1,Driver & Front Passenger,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,,2,,,,,Rear sensors,,Yes,,,,,,Yes,Yes,Manual Adjustment,Yes,,,,,,,,,,,,,,,,,,,,,,
38,Datsun,Go,A (O),499990.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,1507,1636,5,20.6,,864,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 mm,1445 mm,155/70R13,155/70R13,Electric Power,All Windows,,,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,Digital,2,5,Fabric,Manual,2450,,1,Not on offer,,1,2 years / Unlimited Kms,,Internal,265,1,1,,Front,1,Front,1,2 Years/Unlimited Kms (Whichever comes earlier),,Internal,Digital,Manual,Analog + Digital,1,4.6 meter,1,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,Yes,2,,,,,Rear sensors,,,,,,,,Yes,Yes,Manual Adjustment,,,,,,,,,,,,,,,,,,,,,,,
39,Datsun,Go,A,469990.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,1507,1636,5,20.6,,864,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 mm,1445 mm,155/70R13,155/70R13,Electric Power,Only Front Windows,,,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,Digital,2,5,Fabric,Manual,2450,,1,Not on offer,,1,2 years / Unlimited Kms,,Internal,265,1,1,,Front,1,Front,1,2 Years/Unlimited Kms (Whichever comes earlier),,Internal,Digital,Manual,Analog + Digital,1,4.6 meter,1,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,Yes,2,,,,,Rear sensors,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
40,Datsun,Go,T Vdc,528464.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,1507,1636,5,,,864,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 mm,1445 mm,155/70R13,155/70R13,Electric Power,All Windows,,,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",2,5,Fabric,Manual,2450,,1,USB & Aux-in,1,1,2 years / Unlimited Kms,,Internal,265,1,1,Digital,Front,1,Front,1,2 Years/Unlimited Kms (Whichever comes earlier),,Internal,Digital,Manual,Analog + Digital,1,4.6 meter,1,Driver & Front Passenger,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,Yes,2,,,,,Rear sensors,,Yes,,,,,,Yes,Yes,Manual Adjustment,Yes,,,,,,,,,,,,,,,,,,,,,,
41,Datsun,Go,T (O) Vdc,553015.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,1507,1636,5,20.6,,864,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 mm,1445 mm,155/70R13,155/70R13,Electric Power,All Windows,,,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Digital, Analog",2,5,Fabric,Manual,2450,,1,USB & Aux-in,1,1,2 years / Unlimited Kms,,"Internal, With Remote",265,1,1,Digital,Front,1,Front,1,2 Years/Unlimited Kms (Whichever comes earlier),,"With Remote, Internal",Digital,Manual,Analog + Digital,1,4.6 meter,1,Driver & Front Passenger,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,,2,,,,,Rear sensors,,Yes,,,,,,Yes,Yes,Manual Adjustment,Yes,,,,,,,,,,,,,,,,,,,,,,
42,Datsun,Go,T Cvt,594464.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,1507,1636,5,,,864,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 mm,1445 mm,155/70R13,155/70R13,Electric Power,All Windows,,,78PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",2,5,Fabric,Manual,2450,,1,USB & Aux-in,1,1,2 years / Unlimited Kms,,Internal,265,1,1,Digital,Front,1,Front,1,2 Years/Unlimited Kms (Whichever comes earlier),,Internal,Digital,Manual,Analog + Digital,1,4.6 meter,1,Driver & Front Passenger,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,Yes,2,,,,,Rear sensors,,Yes,,,,,,Yes,Yes,Manual Adjustment,Yes,,,,,,,,,,,,,,,,,,,,,,
43,Datsun,Go,T (O) Cvt,618015.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,1507,1636,5,20.6,,864,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 mm,1445 mm,155/70R13,155/70R13,Electric Power,All Windows,,,78PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",2,5,Fabric,Manual,2450,,1,USB & Aux-in,1,1,2 years / Unlimited Kms,,"Internal, With Remote",265,1,1,Digital,Front,1,Front,1,2 Years/Unlimited Kms (Whichever comes earlier),,"Internal, With Remote",Digital,Manual,Analog + Digital,1,4.6 meter,1,Driver & Front Passenger,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,,2,,,,,Rear sensors,,Yes,Yes,Yes,,Touch Sensitive,,Yes,Yes,Manual Adjustment,Yes,,,,,,,,,,,,,,,,,,,,,,
44,Maruti Suzuki,Celerio Tour,H2,422444.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,1560,1600,5,23,,830,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420 mm,1410 mm,155/80R13,155/80R13,Electric Power,,,,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2425,,,Not on offer,,1,2 years /40000 Kms (years/distance whichever comes first),,Manual,235,,1,Digital,Front,1,Front & Rear,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,1,4.7 meter,1,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,1250 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,,,,2,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Maruti Suzuki,Celerio Tour,H2 Cng,480670.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,1560,1600,5,,31.76 km/kg,915,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420 mm,1410 mm,165/70R14,165/70R14,Electric Power,All Windows,,,59bhp@6000rpm,78Nm@3500rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2425,,,Not on offer,,1,2 years /40000 Kms (years/distance whichever comes first),,Manual,235,1,1,Digital,Front,1,Front & Rear,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,1,4.7 meter,1,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,,Yes,,1350 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,,,,2,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Hyundai,Santro,Era Mt,429990.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,1560,1645,4,,,,,,,,"1,476 (R13) mm","1,494 (R13) mm",,,Electric Power,Only Front Windows,,,69PS@5500rpm,99.04nm@4500RPM,Analog,Analog,Analog,Yes,5,Fabric,Manual,2400,,1,Not on offer,,1,,,"With Remote, Internal",,,1,Analog,Front & Rear,1,Front & Rear,1,,,"With Remote, Internal",Digital,,Analog,1,,1,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,,Driver frontal airbag,Yes,Yes,Yes,Yes,1,,,,,,Yes,,,,,,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,,,,,,,,,,,,,,,,,,,,
47,Hyundai,Santro,Magna Mt,503990.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,1560,1645,4,,,,,,,,1476 mm,1494 mm,,,Electric Power,All Windows,,Remote,69PS@5500rpm,99.04nm@4500RPM,Analog,Analog,Analog,Yes,5,Fabric,Manual,2400,,1,Not on offer,,1,,,"With Remote, Manual, Internal",,1,1,Analog,Front & Rear,1,Front & Rear,1,,,"With Remote, Internal",Digital,,Analog + Digital,1,,1,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,,Driver frontal airbag,Yes,Yes,Yes,Yes,1,,,,,,Yes,,,,,,,Yes,,Manual Adjustment,,Yes,Yes,,,,,,,,,,,,,,,,,,,,
48,Hyundai,Santro,Magna Mt Cng,547990.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,1560,1645,4,,30.48 km/kg,,,,,,1476 mm,1494 mm,,,Electric Power,All Windows,,,59PS@5500RPM,99.04nm@4500RPM,Digital,Digital,Analog,Yes,5,Fabric,Manual,2400,,1,Not on offer,,1,,,"With Remote, Manual, Internal",,1,1,Analog,Front & Rear,1,Front & Rear,1,,,"Internal, With Remote",Digital,,Analog + Digital,1,,1,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,,Driver frontal airbag,Yes,Yes,Yes,Yes,1,,Rake,,,,Yes,,,,,,,Yes,,Manual Adjustment,,Yes,,,,,,,,,,,,,,,,,,,,,
49,Hyundai,Santro,Magna Amt,530990.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,1560,1645,4,,,,Solid Disc,Drum,Mc Pherson Strut,Coupled Torsion Beam Axle,1476 mm,1494 mm,155/80 R13,155/80 R13,Electric Power,All Windows,,,69PS@5500rpm,10.1kgm@4500RPM,Analog,Analog,Analog,Yes,5,Fabric,AMT,2400,,1,CD Player with USB & Aux-in,1,1,,1,Internal,,1,1,Analog,Front & Rear,1,Front & Rear,1,,1,Internal,Digital,Manual,Analog,1,,1,,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,Driver frontal airbag,Yes,Yes,Yes,,1,,,,,,Yes,Yes,,,,Yes,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,Cup Holders,Yes,,,,,,,,,,,,,,,,,,
50,Hyundai,Santro,Sportz Mt,512990.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,1560,1645,4,,,,Solid Disc,Drum,MacPherson Strut,Coupled Torsion Beam Axle,1463 mm,1481 mm,165/70 R14,165/70 R14,Electric Power,All Windows,,Remote,69PS@5500rpm,10.1kgm@4500RPM,Analog,Analog,Analog,Yes,5,Fabric,Manual,2400,,1,CD/MP3/DVD Player with USB & Aux-in,1,1,,1,"Manual, Internal, With Remote",,1,1,Digital,Front & Rear,1,Front & Rear,1,,1,"Internal, With Remote",Digital,Manual,Analog + Digital,1,,1,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,,Driver frontal airbag,Yes,Yes,Yes,Yes,1,,,,,,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,,,,,,,,,,,,,,,,,,,,
51,Hyundai,Santro,Sportz Mt Cng,578990.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,1560,1645,4,,30.48 km/kg,,Solid Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1463 mm,1481 mm,165/70 R14,165/70 R14,Electric Power,All Windows,,,59PS@5500RPM,8.3KGM@4500rpm,Analog,Analog,Analog,Yes,5,Fabric,Manual,2400,,1,CD Player with USB & Aux-in,1,1,,1,Internal,,1,1,Analog,Front & Rear,1,Front & Rear,1,,1,Internal,Yes,Manual,Digital,1,,1,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,Driver frontal airbag,Yes,Yes,Yes,,1,,,,,,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,,,,,,,,,,,,,,,,,
52,Hyundai,Santro,Sportz Amt,570990.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,1560,1645,4,,,,Solid Disc,Drum,Mc Pherson Struct,Coupled Torsion Beam Axle,1463 mm,1481 mm,165/70 R14,165/70 R14,Electric Power,All Windows,,Yes,69PS@5500rpm,10.1kgm@4500RPM,Analog,Analog,Analog,Yes,5,Fabric,AMT,2400,,1,CD Player with USB & Aux-in,1,1,,1,Internal,,1,1,Analog,Front & Rear,1,Front & Rear,1,,1,Internal,Digital,Manual,Analog,1,,1,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,Driver frontal airbag,Yes,Yes,Yes,,1,,,,,,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,,,,,,,,,,,,,,,,,
53,Hyundai,Santro,Asta Mt,556490.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,1560,1645,4,,,,,,,,1463 mm,1481 mm,,,Electric Power,All Windows,,Remote,69PS@5500rpm,99.04nm@4500RPM,Analog,Analog,Analog,Yes,5,Fabric,Manual,2400,,1,CD/MP3/DVD Player with USB & Aux-in,1,1,,1,"Manual, With Remote, Internal",,1,1,Analog,Front & Rear,1,Front & Rear,1,,1,Internal,Digital,,Analog + Digital,1,,1,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,Yes,2,,Yes,,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,,,,,,,,,,,,,,,,,
54,Tata,Tiago,Revotron Xe,460000.00,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35,1535,1677,5,,,935,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,,,155/80 R13,155/80 R13,Electric Power,,,,86PS@6000rpm,114NM@3300rpm,Digital,Analog,Analog,2,5,Fabric,Manual,2400,,1,Not on offer,,1,"2 Years / 75,000 KM (whichever is earlier)",,"Internal, With Remote",,,1,Yes,Front,1,Front & Rear,1,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",,"With Remote, Internal",Analog,Manual,Analog + Digital,1,,1,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,,Yes,2,,Rake,,,Rear sensors,Yes,,,,Yes,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,
